doctor,month,patient_revenue,procedure_revenue,ancillary_revenue,salary_expense,supplies_expense,facility_expense,admin_expense,malpractice_expense,other_expense
Dr_08,2025-02,93960.0,42282.0,11275.2,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-03,96570.0,43456.5,11588.4,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-04,99180.0,44631.0,11901.6,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-05,101790.0,45805.5,12214.8,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-06,104400.0,46980.0,12528.0,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-07,107010.0,48154.5,12841.2,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-08,109620.0,49329.0,13154.4,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-09,112230.0,50503.5,13467.6,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-10,114840.0,51678.0,13780.8,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-11,117450.0,52852.5,14094.0,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_08,2025-12,120060.0,54027.0,14407.2,50112.0,11484.0,13572.0,8352.0,3132.0,4176.0
Dr_09,2025-01,92925.0,41816.25,11151.0,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-02,95580.0,43011.0,11469.6,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-03,98235.0,44205.75,11788.2,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-04,100890.0,45400.5,12106.8,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-05,103545.0,46595.25,12425.4,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-06,106200.0,47790.0,12744.0,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-07,108855.0,48984.75,13062.6,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-08,111510.0,50179.5,13381.2,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-09,114165.0,51374.25,13699.8,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-10,116820.0,52569.0,14018.4,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-11,119475.0,53763.75,14337.0,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_09,2025-12,122130.0,54958.5,14655.6,50976.0,11682.0,13806.0,8496.0,3186.0,4248.0
Dr_10,2025-01,94500.0,42525.0,11340.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-02,97200.0,43740.0,11664.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-03,99900.0,44955.0,11988.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-04,102600.0,46170.0,12312.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-05,105300.0,47385.0,12636.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-06,108000.0,48600.0,12960.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-07,110700.0,49815.0,13284.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-08,113400.0,51030.0,13608.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-09,116100.0,52245.0,13932.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-10,118800.0,53460.0,14256.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-11,121500.0,54675.0,14580.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_10,2025-12,124200.0,55890.0,14904.0,51840.0,11880.0,14040.0,8640.0,3240.0,4320.0
Dr_11,2025-01,96075.0,43233.75,11529.0,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-02,98820.0,44469.0,11858.4,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-03,101565.0,45704.25,12187.8,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-04,104310.0,46939.5,12517.2,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-05,107055.0,48174.75,12846.6,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-06,109800.0,49410.0,13176.0,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-07,112545.0,50645.25,13505.4,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-08,115290.0,51880.5,13834.8,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-09,118035.0,53115.75,14164.2,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-10,120780.0,54351.0,14493.6,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-11,123525.0,55586.25,14823.0,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_11,2025-12,126270.0,56821.5,15152.4,52704.0,12078.0,14274.0,8784.0,3294.0,4392.0
Dr_12,2025-01,97650.0,43942.5,11718.0,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-02,100440.0,45198.0,12052.8,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-03,103230.0,46453.5,12387.6,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-04,106020.0,47709.0,12722.4,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-05,108810.0,48964.5,13057.2,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-06,111600.0,50220.0,13392.0,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-07,114390.0,51475.5,13726.8,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-08,117180.0,52731.0,14061.6,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-09,119970.0,53986.5,14396.4,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-10,122760.0,55242.0,14731.2,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-11,125550.0,56497.5,15066.0,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_12,2025-12,128340.0,57753.0,15400.8,53568.0,12276.0,14508.0,8928.0,3348.0,4464.0
Dr_13,2025-01,99225.0,44651.25,11907.0,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-02,102060.0,45927.0,12247.2,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-03,104895.0,47202.75,12587.4,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-04,107730.0,48478.5,12927.6,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-05,110565.0,49754.25,13267.8,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-06,113400.0,51030.0,13608.0,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-07,116235.0,52305.75,13948.2,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-08,119070.0,53581.5,14288.4,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-09,121905.0,54857.25,14628.6,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-10,124740.0,56133.0,14968.8,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-11,127575.0,57408.75,15309.0,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_13,2025-12,130410.0,58684.5,15649.2,54432.0,12474.0,14742.0,9072.0,3402.0,4536.0
Dr_14,2025-01,100800.0,45360.0,12096.0,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-02,103680.0,46656.0,12441.6,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-03,106560.0,47952.0,12787.2,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-04,109440.0,49248.0,13132.8,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-05,112320.0,50544.0,13478.4,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-06,115200.0,51840.0,13824.0,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-07,118080.0,53136.0,14169.6,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-08,120960.0,54432.0,14515.2,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-09,123840.0,55728.0,14860.8,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-10,126720.0,57024.0,15206.4,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-11,129600.0,58320.0,15552.0,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_14,2025-12,132480.0,59616.0,15897.6,55296.0,12672.0,14976.0,9216.0,3456.0,4608.0
Dr_15,2025-01,102375.0,46068.75,12285.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-02,105300.0,47385.0,12636.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-03,108225.0,48701.25,12987.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-04,111150.0,50017.5,13338.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-05,114075.0,51333.75,13689.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-06,117000.0,52650.0,14040.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-07,119925.0,53966.25,14391.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-08,122850.0,55282.5,14742.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-09,125775.0,56598.75,15093.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-10,128700.0,57915.0,15444.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-11,131625.0,59231.25,15795.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_15,2025-12,134550.0,60547.5,16146.0,56160.0,12870.0,15210.0,9360.0,3510.0,4680.0
Dr_16,2025-01,103950.0,46777.5,12474.0,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-02,106920.0,48114.0,12830.4,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-03,109890.0,49450.5,13186.8,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-04,112860.0,50787.0,13543.2,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-05,115830.0,52123.5,13899.6,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-06,118800.0,53460.0,14256.0,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-07,121770.0,54796.5,14612.4,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-08,124740.0,56133.0,14968.8,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-09,127710.0,57469.5,15325.2,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-10,130680.0,58806.0,15681.6,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-11,133650.0,60142.5,16038.0,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_16,2025-12,136620.0,61479.0,16394.4,57024.0,13068.0,15444.0,9504.0,3564.0,4752.0
Dr_17,2025-01,105525.0,47486.25,12663.0,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-02,108540.0,48843.0,13024.8,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-03,111555.0,50199.75,13386.6,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-04,114570.0,51556.5,13748.4,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-05,117585.0,52913.25,14110.2,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-06,120600.0,54270.0,14472.0,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-07,123615.0,55626.75,14833.8,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-08,126630.0,56983.5,15195.6,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-09,129645.0,58340.25,15557.4,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-10,132660.0,59697.0,15919.2,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-11,135675.0,61053.75,16281.0,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_17,2025-12,138690.0,62410.5,16642.8,57888.0,13266.0,15678.0,9648.0,3618.0,4824.0
Dr_18,2025-01,107100.0,48195.0,12852.0,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-02,110160.0,49572.0,13219.2,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-03,113220.0,50949.0,13586.4,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-04,116280.0,52326.0,13953.6,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-05,119340.0,53703.0,14320.8,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-06,122400.0,55080.0,14688.0,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-07,125460.0,56457.0,15055.2,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-08,128520.0,57834.0,15422.4,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-09,131580.0,59211.0,15789.6,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-10,134640.0,60588.0,16156.8,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-11,137700.0,61965.0,16524.0,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
Dr_18,2025-12,140760.0,63342.0,16891.2,58752.0,13464.0,15912.0,9792.0,3672.0,4896.0
